@RELATION all

@ATTRIBUTE player1 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden",undefined}
@ATTRIBUTE player2 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden",undefined}
@ATTRIBUTE player3 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden",undefined}
@ATTRIBUTE player4 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden",undefined}
@ATTRIBUTE player5 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden",undefined}
@ATTRIBUTE kills NUMERIC
@ATTRIBUTE duration NUMERIC
@ATTRIBUTE class {"win","lose"}

@DATA
"Sven","PhantomLancer","Axe","Invoker","Juggernaut",6,3540,"win"
"FacelessVoid","LegionCommander","Meepo","Slark","StormSpirit",-12,2323,"lose"
"PhantomAssassin","Sven","Necrophos","Timbersaw","Tinker",12,2323,"win"
"Silencer","Sniper","Slardar","TrollWarlord","StormSpirit",-24,2631,"lose"
"VengefulSpirit","Puck","SpiritBreaker","BountyHunter","Zeus",24,2631,"win"
"Jakiro","WitchDoctor","Juggernaut","LegionCommander","Invoker",13,1875,"lose"
"EmberSpirit","Sniper","Rubick","Broodmother","Undying",-37,1634,"lose"
"Silencer","AncientApparition","Slark","Undying","Sniper",-7,2310,"win"
"DrowRanger","LegionCommander","Riki","PhantomAssassin","SpiritBreaker",7,2310,"lose"
"Clockwerk","Slark","Lina","LegionCommander","DeathProphet",-6,2689,"lose"
"CrystalMaiden","Zeus","WraithKing","PhantomAssassin","StormSpirit",6,2689,"win"
"Mirana","ElderTitan","Invoker","Timbersaw","FacelessVoid",-21,1516,"lose"
"DrowRanger","EarthSpirit","Earthshaker","StormSpirit","Lion",21,1516,"win"
"CrystalMaiden","Tinker","Clockwerk","Anti-Mage","Bloodseeker",15,2618,"win"
"KeeperoftheLight","FacelessVoid","Pudge","Lina","Bristleback",-15,2618,"lose"
"DragonKnight","Timbersaw","CrystalMaiden","Sniper","ChaosKnight",-4,3469,"lose"
"Anti-Mage","Juggernaut","VengefulSpirit","Pudge","LegionCommander",4,3469,"win"
"LegionCommander","Invoker","Riki","PhantomAssassin","Windranger",-11,3253,"win"
"StormSpirit","Sven","DrowRanger","Juggernaut","Pudge",11,3253,"lose"
"ShadowShaman","Slark","Omniknight","Lifestealer","ShadowFiend",12,2164,"win"
"Pudge","Lion","Meepo","Tinker","WraithKing",-18,3408,"lose"
"StormSpirit","Mirana","Timbersaw","Gyrocopter","Earthshaker",18,3408,"win"
"Sniper","Warlock","DrowRanger","Dazzle","Invoker",0,652,"lose"
"ShadowShaman","Lycan","PhantomLancer","Omniknight","Zeus",-19,2658,"lose"
"OgreMagi","Dazzle","Huskar","PhantomAssassin","Morphling",19,2658,"win"
"Invoker","Sven","Morphling","Omniknight","Pudge",18,3366,"win"
"Mirana","Alchemist","Huskar","Windranger","PhantomAssassin",-18,3366,"lose"
"LegionCommander","DrowRanger","ShadowFiend","Riki","Slark",5,3291,"lose"
"ShadowShaman","Viper","Mirana","PhantomLancer","PhantomAssassin",-5,3291,"win"
"Medusa","Huskar","Nature'sProphet","Dazzle","Pudge",24,1956,"win"
"Jakiro","WitchDoctor","Viper","WraithKing","Windranger",-24,1956,"lose"
"Weaver","VengefulSpirit","Sniper","WraithKing","Earthshaker",19,2284,"win"
"Windranger","CrystalMaiden","Sven","Bristleback","Lina",-19,2284,"lose"
"Zeus","Dazzle","Luna","SandKing","Broodmother",-2,2992,"lose"
"SpiritBreaker","BountyHunter","Leshrac","Huskar","Axe",2,2992,"win"
"Huskar","DragonKnight","Pudge","Necrophos","Terrorblade",-19,2070,"lose"
"Abaddon","OgreMagi","Lifestealer","Ursa","StormSpirit",28,2273,"win"
"Sniper","Pudge","SpiritBreaker","Riki","Earthshaker",-28,2273,"lose"
"Techies","Mirana","Dazzle","Oracle","Huskar",9,3342,"win"
"EmberSpirit","Slardar","Nature'sProphet","Windranger","Invoker",-9,3342,"lose"
"Juggernaut","Lion","PhantomLancer","Pudge","Puck",-4,1610,"lose"
"DrowRanger","Dazzle","Axe","PhantomAssassin","QueenofPain",4,1610,"win"
"Lifestealer","Juggernaut","Silencer","Sniper","BountyHunter",-11,2861,"lose"
"DrowRanger","Slark","Pudge","Riki","ShadowFiend",11,2861,"win"
"Puck","Slark","PhantomAssassin","Omniknight","SandKing",26,2577,"win"
"Viper","Sven","Kunkka","Axe","Mirana",-26,2577,"lose"
"Doom","Juggernaut","Windranger","LegionCommander","Tidehunter",-25,2754,"lose"
"Invoker","Riki","PhantomAssassin","FacelessVoid","Rubick",25,2754,"win"
"Pudge","Slark","Kunkka","Slardar","Abaddon",15,2690,"lose"
"PhantomAssassin","Nature'sProphet","Mirana","DrowRanger","Necrophos",-15,2690,"win"
"Anti-Mage","Luna","Lifestealer","PhantomAssassin","BountyHunter",0,2944,"win"
"ShadowFiend","DrowRanger","Sven","Abaddon","Spectre",0,2944,"lose"
"StormSpirit","Bloodseeker","Beastmaster","NagaSiren","Disruptor",10,2563,"win"
"Invoker","Bristleback","AncientApparition","LegionCommander","Sven",-7,3685,"win"
"FacelessVoid","Nature'sProphet","ShadowFiend","NyxAssassin","SkywrathMage",7,3685,"lose"
"StormSpirit","Slardar","Medusa","Anti-Mage","Mirana",7,3433,"win"
"NyxAssassin","Slark","LegionCommander","Zeus","Morphling",-7,3433,"lose"
"ChaosKnight","Tiny","Mirana","Huskar","Viper",-35,1908,"lose"
"Juggernaut","SpiritBreaker","Pudge","Sniper","Disruptor",35,1908,"win"
"LegionCommander","Mirana","Viper","Invoker","SkywrathMage",17,2713,"win"
"Bloodseeker","Riki","PhantomAssassin","Tusk","OgreMagi",-17,2713,"lose"
"PhantomAssassin","Terrorblade","QueenofPain","WraithKing","Medusa",-18,2424,"lose"
"Meepo","Slark","Lion","SpiritBreaker","Lina",18,2424,"win"
"Lion","LegionCommander","Mirana","Rubick","Meepo",7,1918,"win"
"Slark","Juggernaut","Bristleback","Earthshaker","Oracle",-7,1918,"lose"
"Riki","Timbersaw","Rubick","Slark","Invoker",-21,3039,"lose"
"BountyHunter","Windranger","Tidehunter","Lion","Lifestealer",21,3039,"win"
"Clockwerk","Silencer","Meepo","Windranger","Enchantress",19,2302,"win"
"Pugna","Mirana","Anti-Mage","Earthshaker","Huskar",-19,2302,"lose"
"Timbersaw","OutworldDevourer","Kunkka","DrowRanger","Weaver",-40,1998,"lose"
"Omniknight","PhantomLancer","Disruptor","Pudge","PhantomAssassin",40,1998,"win"
"PhantomAssassin","LegionCommander","Enchantress","StormSpirit","Bloodseeker",-11,2799,"lose"
"Sven","Sniper","Axe","WinterWyvern","Timbersaw",1,3647,"lose"
"BountyHunter","Leshrac","Gyrocopter","Necrophos","WraithKing",36,1969,"win"
"Timbersaw","ShadowDemon","Lina","Axe","PhantomAssassin",-36,1969,"lose"
"PhantomAssassin","Morphling","DeathProphet","NagaSiren","Doom",-10,2285,"lose"
"LegionCommander","SandKing","ChaosKnight","Weaver","Huskar",10,2285,"win"
"Alchemist","Lina","Kunkka","Pudge","Anti-Mage",-12,1955,"lose"
"StormSpirit","LegionCommander","DrowRanger","Axe","Lion",12,1955,"win"
"Weaver","Techies","PhantomAssassin","Medusa","Earthshaker",23,2329,"win"
"Invoker","Razor","Windranger","PhantomLancer","Enigma",-23,2329,"lose"
"DrowRanger","SkywrathMage","FacelessVoid","Bloodseeker","PhantomAssassin",-30,2420,"lose"
"Omniknight","BountyHunter","Ursa","Zeus","Sniper",-29,2828,"lose"
"PhantomAssassin","Bloodseeker","Pudge","Chen","Lina",29,2828,"win"
"Alchemist","Kunkka","ShadowFiend","Juggernaut","Magnus",-12,2676,"lose"
"DrowRanger","Riki","FacelessVoid","Nature'sProphet","Huskar",2,2248,"win"
"CrystalMaiden","Invoker","Mirana","Omniknight","PhantomAssassin",-2,2248,"lose"
"Slark","EarthSpirit","Alchemist","Anti-Mage","Pudge",26,2288,"win"
"Tidehunter","Clinkz","Invoker","AncientApparition","LegionCommander",-26,2288,"lose"
"Phoenix","Mirana","Kunkka","Tidehunter","StormSpirit",-23,2278,"lose"
"Lifestealer","Lion","LoneDruid","Sniper","Silencer",23,2278,"win"
"Slardar","Axe","TemplarAssassin","Sniper","ElderTitan",10,2061,"win"
"NightStalker","ShadowFiend","Timbersaw","Tidehunter","Morphling",-10,2061,"lose"
"SpiritBreaker","Huskar","ShadowShaman","Sniper","Puck",-8,3866,"lose"
"Ursa","Lion","Invoker","Io","Bloodseeker",8,3866,"win"
"Nature'sProphet","Sniper","Anti-Mage","Visage","Enchantress",-27,3028,"lose"
"PhantomAssassin","Axe","Pudge","Zeus","Leshrac",27,3028,"win"
"FacelessVoid","DragonKnight","Oracle","Huskar","SandKing",26,3005,"win"
"Pudge","Riki","ArcWarden","Sniper","Invoker",-26,3005,"lose"
"Lich","EmberSpirit","Zeus","Huskar","Lion",-21,2857,"lose"
"NightStalker","Pudge","Clinkz","Dazzle","Abaddon",21,2857,"win"
"TemplarAssassin","Tinker","Silencer","Pudge","Lina",-6,2051,"lose"
"CrystalMaiden","Anti-Mage","Invoker","DrowRanger","Slark",6,2051,"win"
"EmberSpirit","Sven","Pudge","Weaver","WitchDoctor",-16,3239,"lose"
"OgreMagi","PhantomAssassin","Silencer","VengefulSpirit","EarthSpirit",16,3239,"win"
"Clockwerk","LegionCommander","Timbersaw","Sven","CrystalMaiden",-5,3650,"lose"
"Windranger","Juggernaut","KeeperoftheLight","PhantomAssassin","Mirana",5,3650,"win"
"ShadowShaman","Mirana","Sven","Magnus","Clinkz",-26,1995,"lose"
"Spectre","Abaddon","PhantomAssassin","KeeperoftheLight","Axe",26,1995,"win"
"KeeperoftheLight","Mirana","PhantomAssassin","SpiritBreaker","FacelessVoid",24,2159,"win"
"Juggernaut","StormSpirit","Lifestealer","Timbersaw","Viper",-24,2159,"lose"
"Sven","Alchemist","Lion","Luna","Dazzle",-4,2533,"win"
"Tinker","PhantomAssassin","SandKing","Disruptor","FacelessVoid",4,2533,"lose"
"FacelessVoid","Silencer","Huskar","PhantomAssassin","Pudge",2,2680,"win"
"Disruptor","BountyHunter","Alchemist","Morphling","TrollWarlord",-2,2680,"lose"
"Zeus","Mirana","Pudge","Timbersaw","LegionCommander",21,2373,"win"
"EmberSpirit","PhantomAssassin","StormSpirit","Rubick","Lina",-21,2373,"lose"
"BountyHunter","ShadowFiend","Pudge","Phoenix","Techies",-1,2415,"lose"
"Ursa","Windranger","Slardar","Lifestealer","Juggernaut",1,2415,"win"
"Juggernaut","Alchemist","Axe","WitchDoctor","CrystalMaiden",-30,2611,"lose"
"Jakiro","NightStalker","Pudge","Zeus","Kunkka",30,2611,"win"
"NyxAssassin","Slardar","Sven","Oracle","Slark",2,3288,"win"
"Necrophos","Doom","Axe","Invoker","DrowRanger",-2,3288,"lose"
"Lifestealer","NyxAssassin","VengefulSpirit","Silencer","Lina",16,3140,"win"
"Bristleback","Slark","Io","Tinker","WinterWyvern",-16,3140,"lose"
"Pudge","Weaver","BountyHunter","DrowRanger","Huskar",-23,2578,"lose"
"Invoker","WraithKing","Bane","Mirana","Riki",23,2578,"win"
"OgreMagi","Warlock","Tiny","LegionCommander","DrowRanger",17,3436,"win"
"Pudge","Mirana","Axe","ShadowFiend","Earthshaker",-17,3436,"lose"
"Earthshaker","NagaSiren","Pugna","Anti-Mage","Undying",14,2718,"win"
"Tinker","StormSpirit","Gyrocopter","SandKing","Tidehunter",-14,2718,"lose"
"Riki","DrowRanger","StormSpirit","LegionCommander","Nature'sProphet",-7,2466,"lose"
"SandKing","Warlock","Mirana","Morphling","DragonKnight",7,2466,"win"
"Enchantress","LegionCommander","Pudge","Nature'sProphet","Riki",-18,2649,"lose"
"Invoker","Axe","DrowRanger","OutworldDevourer","Sniper",18,2649,"win"
"Morphling","BountyHunter","TemplarAssassin","Rubick","DrowRanger",0,2952,"win"
"Anti-Mage","Tusk","Pudge","Mirana","Tinker",0,2952,"lose"
"Kunkka","DrowRanger","Juggernaut","Huskar","Mirana",27,1843,"win"
"Gyrocopter","Slark","Bloodseeker","Spectre","SkywrathMage",-27,1843,"lose"
"Pudge","OgreMagi","Tinker","Sven","WraithKing",26,2773,"win"
"KeeperoftheLight","Weaver","Windranger","Timbersaw","Mirana",-26,2773,"lose"
"Alchemist","CrystalMaiden","Slark","PhantomAssassin","Mirana",27,2245,"win"
"Pudge","Warlock","Slardar","CentaurWarrunner","Zeus",57,1467,"win"
"WitchDoctor","Sniper","Dazzle","Sven","BountyHunter",-57,1467,"lose"
"PhantomAssassin","Ursa","Necrophos","AncientApparition","Pudge",-19,2636,"lose"
"Morphling","Lich","SkywrathMage","Bloodseeker","Mirana",19,2636,"win"
"Pudge","Mirana","ShadowFiend","Lich","Doom",34,1854,"win"
"Meepo","Nature'sProphet","EmberSpirit","Windranger","Oracle",-34,1854,"lose"
"BountyHunter","DrowRanger","WraithKing","Enigma","Puck",6,3151,"lose"
"Mirana","LegionCommander","ShadowFiend","Sven","Undying",-6,3151,"win"
"VengefulSpirit","Juggernaut","EmberSpirit","Axe","Sven",-12,3279,"lose"
"Riki","Lion","Pudge","DarkSeer","WraithKing",12,3279,"win"
"AncientApparition","LegionCommander","Juggernaut","OgreMagi","PhantomAssassin",1,266,"lose"
"PhantomAssassin","Alchemist","LegionCommander","Jakiro","CrystalMaiden",-20,2816,"lose"
"Meepo","OgreMagi","Juggernaut","SkywrathMage","DragonKnight",20,2816,"win"
"Slark","WraithKing","Invoker","Riki","Enigma",29,2617,"win"
"Sven","Undying","ChaosKnight","Timbersaw","Pudge",-14,3621,"lose"
"Pudge","Magnus","Techies","EmberSpirit","ElderTitan",-16,2215,"lose"
"Kunkka","WitchDoctor","TreantProtector","Lycan","Invoker",16,2215,"win"
"Oracle","Necrophos","PhantomAssassin","Lifestealer","Clinkz",15,1859,"win"
"CrystalMaiden","Medusa","Earthshaker","ChaosKnight","OgreMagi",-15,1859,"lose"
"Mirana","Lina","FacelessVoid","Timbersaw","Zeus",-6,3574,"lose"
"Magnus","Sven","Bloodseeker","Sniper","VengefulSpirit",6,3574,"win"
"Bloodseeker","Tinker","StormSpirit","Slark","LegionCommander",20,3222,"win"
"Mirana","Enigma","PhantomAssassin","Invoker","Weaver",-20,3222,"lose"
"Bristleback","Oracle","Enigma","Puck","Sven",-21,2482,"lose"
"Pudge","Bloodseeker","Mirana","Slark","Anti-Mage",21,2482,"win"
"Bloodseeker","Mirana","Sniper","Earthshaker","Juggernaut",18,2685,"win"
"Axe","Earthshaker","Riki","Bloodseeker","EmberSpirit",42,2880,"win"
"Sven","Tinker","Enchantress","LegionCommander","Mirana",-16,3114,"lose"
"Huskar","DrowRanger","WraithKing","Silencer","SpiritBreaker",16,3114,"win"
"Terrorblade","Viper","Axe","Bloodseeker","VengefulSpirit",12,2980,"win"
"Bristleback","Juggernaut","Omniknight","LegionCommander","Puck",-12,2980,"lose"
"Sven","Lich","Axe","Morphling","Phoenix",19,2586,"win"
"StormSpirit","OutworldDevourer","FacelessVoid","Juggernaut","Lion",-19,2586,"lose"
"Terrorblade","Huskar","OgreMagi","Alchemist","Earthshaker",-39,1955,"lose"
"Slark","PhantomAssassin","Omniknight","Invoker","Lion",39,1955,"win"
"Slark","Pudge","Sven","Mirana","ShadowShaman",7,3334,"win"
"SkywrathMage","LegionCommander","EmberSpirit","PhantomAssassin","ShadowFiend",-7,3334,"lose"
"Zeus","DrowRanger","Pudge","LegionCommander","Lich",37,2499,"win"
"AncientApparition","Mirana","Slardar","Tinker","Sniper",-37,2499,"lose"
"Warlock","Lina","Abaddon","Sniper","Gyrocopter",-18,2119,"lose"
"PhantomLancer","Disruptor","NightStalker","Axe","Pudge",10,3332,"win"
"CrystalMaiden","ShadowFiend","ShadowShaman","Windranger","StormSpirit",-10,3332,"lose"
"Axe","Bane","DrowRanger","Clinkz","ShadowFiend",4,3372,"win"
"PhantomAssassin","Weaver","VengefulSpirit","Timbersaw","Pudge",-4,3372,"lose"
"SandKing","Pudge","Tiny","Sven","Lina",25,2250,"win"
"OgreMagi","Mirana","Juggernaut","WinterWyvern","PhantomAssassin",-25,2250,"lose"
"Juggernaut","PhantomAssassin","KeeperoftheLight","Luna","Bloodseeker",-26,2675,"lose"
"Lina","Jakiro","Sven","Rubick","EmberSpirit",26,2675,"win"
"Mirana","DrowRanger","Beastmaster","Sniper","LegionCommander",-23,3809,"lose"
"NyxAssassin","Invoker","BountyHunter","Juggernaut","ShadowShaman",21,2410,"win"
"Riki","Windranger","Leshrac","Nature'sProphet","PhantomAssassin",-21,2410,"lose"
"Morphling","Lion","StormSpirit","SpiritBreaker","Weaver",-14,2305,"lose"
"Juggernaut","Pudge","PhantomAssassin","Lich","Slark",14,2305,"win"
"TrollWarlord","Bane","PhantomAssassin","Necrophos","Sven",-8,2426,"lose"
"Razor","OgreMagi","Ursa","Axe","PhantomLancer",8,2426,"win"
"SandKing","Clinkz","CrystalMaiden","Morphling","Tinker",3,3000,"win"
"Anti-Mage","ChaosKnight","Mirana","OgreMagi","CrystalMaiden",11,2202,"win"
"Bloodseeker","Invoker","PhantomAssassin","BountyHunter","NightStalker",-11,2202,"lose"
"Pudge","Clockwerk","SpiritBreaker","Slark","DrowRanger",-2,3083,"win"
"Dazzle","Sniper","Razor","SandKing","FacelessVoid",2,3083,"lose"
"Necrophos","Bane","Alchemist","WraithKing","TemplarAssassin",-20,2747,"lose"
"Lina","DeathProphet","Disruptor","PhantomAssassin","Nature'sProphet",20,2747,"win"
"Anti-Mage","CentaurWarrunner","Axe","EmberSpirit","CrystalMaiden",28,2583,"win"
"FacelessVoid","DarkSeer","Morphling","Windranger","Mirana",-28,2583,"lose"
"StormSpirit","Slardar","Medusa","Venomancer","Bristleback",-27,2440,"lose"
"FacelessVoid","Necrophos","Anti-Mage","OgreMagi","Puck",27,2440,"win"
"Pudge","Juggernaut","FacelessVoid","Venomancer","Necrophos",22,2161,"win"
"Omniknight","WraithKing","ShadowFiend","Kunkka","Timbersaw",-22,2161,"lose"
"WraithKing","Invoker","FacelessVoid","EmberSpirit","Tidehunter",-16,2894,"lose"
"CrystalMaiden","Zeus","Enigma","PhantomLancer","Medusa",16,2894,"win"
"Enigma","Riki","Pudge","ShadowFiend","Huskar",14,3945,"win"
"Slardar","Sniper","CrystalMaiden","Bristleback","Silencer",-14,3945,"lose"
"Bloodseeker","Riki","Clinkz","SkywrathMage","WitchDoctor",12,3828,"win"
"Pudge","Axe","PhantomLancer","LegionCommander","Mirana",-11,3359,"lose"
"ShadowFiend","Riki","WinterWyvern","Spectre","OgreMagi",11,3359,"win"
"Morphling","Bane","ArcWarden","Axe","Undying",-16,2419,"lose"
"Slark","VengefulSpirit","StormSpirit","Lion","Timbersaw",16,2419,"win"
"Omniknight","SkywrathMage","Axe","Lifestealer","Bloodseeker",34,1519,"win"
"PhantomAssassin","Tinker","CrystalMaiden","Timbersaw","LegionCommander",-34,1519,"lose"
"Razor","LegionCommander","Viper","DeathProphet","Slardar",10,2469,"win"
"Riki","Earthshaker","Bristleback","PhantomAssassin","QueenofPain",-10,2469,"lose"
"Anti-Mage","Tinker","Enchantress","Necrophos","LoneDruid",10,395,"win"
"ShadowDemon","Rubick","KeeperoftheLight","Dazzle","Meepo",-10,395,"lose"
"DrowRanger","Weaver","Lion","Bloodseeker","Lifestealer",20,2003,"win"
"Slardar","Lina","Dazzle","Slark","Silencer",19,1990,"win"
"Necrophos","Clinkz","LegionCommander","Anti-Mage","Puck",-19,1990,"lose"
"Sniper","PhantomAssassin","Ursa","Tiny","Sven",21,2342,"win"
"Spectre","Zeus","Anti-Mage","Viper","Axe",-21,2342,"lose"
"FacelessVoid","Sniper","Omniknight","Jakiro","NightStalker",21,1730,"win"
"Clinkz","CrystalMaiden","LegionCommander","Phoenix","Slardar",-21,1730,"lose"
"LegionCommander","DrowRanger","Necrophos","Anti-Mage","ShadowDemon",-21,1678,"lose"
"Omniknight","Morphling","Bloodseeker","Slark","PhantomAssassin",21,1678,"win"
"Clinkz","Enigma","Slark","AncientApparition","Sniper",11,1552,"win"
"Sven","OgreMagi","OutworldDevourer","Lifestealer","Axe",46,2209,"win"
"Zeus","Jakiro","Gyrocopter","FacelessVoid","Lion",17,2598,"win"
"Slark","Razor","Viper","Warlock","ShadowFiend",-17,2598,"lose"
"Invoker","Alchemist","Dazzle","Riki","Weaver",7,3927,"lose"
"FacelessVoid","CrystalMaiden","Axe","Gyrocopter","Necrophos",-12,2251,"lose"
"LegionCommander","StormSpirit","Pudge","Weaver","Meepo",12,2251,"win"
"Rubick","Juggernaut","AncientApparition","Timbersaw","Pudge",13,3083,"win"
"Earthshaker","Mirana","Invoker","DrowRanger","Morphling",-13,3083,"lose"
"BountyHunter","undefined","EmberSpirit","WraithKing","Pugna",0,47,"lose"
"WitchDoctor","PhantomLancer","ShadowFiend","Mirana","Earthshaker",-14,2472,"lose"
"Oracle","Invoker","DragonKnight","TreantProtector","Juggernaut",-20,2487,"lose"
"Zeus","Ursa","CrystalMaiden","CentaurWarrunner","EarthSpirit",20,2487,"win"
